sno,sna,tot,sbi,mday,lat,lng,bemp,act
0129,捷運文德站(2號出口),50,2,20210224161027,25.078424,121.58456,48,1
0130,羅斯福寧波東街口,26,1,20210224161025,25.031445,121.519411,24,1
0131,洲子二號公園,52,24,20210224161038,25.079322,121.568688,28,1
0132,羅斯福新生南路口,88,32,20210224161030,25.01603085,121.5331757,55,1
0133,蘭興公園,40,15,20210224161025,25.111839,121.525888,25,1
0134,捷運芝山站(2號出口),64,32,20210224161017,25.10336,121.522629,32,1
0135,捷運石牌站(2號出口),54,13,20210224161031,25.114513,121.515677,41,1
0136,國立臺北護理健康大學,30,3,20210224161016,25.117457,121.51668,27,1
0137,國防大學,46,15,20210224160924,25.137976,121.493066,30,1
0138,捷運永春站(2號出口),30,1,20210224161021,25.040558,121.575372,28,1
0139,永樂市場,38,0,20210224161035,25.054501,121.510549,37,1
0140,捷運大橋頭站(2號出口),46,15,20210224161038,25.063404,121.512909,31,1
0141,文山行政中心,36,0,20210224161044,24.989902,121.569984,36,1
0142,捷運木柵站,52,29,20210224161032,24.997996,121.57444,22,1
0143,捷運動物園站(2號出口),72,12,20210224161026,24.997659,121.578752,59,1
0144,國立政治大學,58,8,20210224161025,24.988363,121.576536,49,1
0145,樹德公園,40,10,20210224161029,25.066688,121.516149,30,1
0146,捷運士林站(2號出口),46,5,20210224161030,25.092546,121.526556,41,1
0147,士林運動中心,32,2,20210224161036,25.089175,121.521814,29,1
0148,捷運明德站,68,11,20210224161022,25.110331,121.518316,49,1
0149,北投運動中心,62,11,20210224161032,25.116665,121.509621,51,1
0150,松德公園,38,10,20210224161038,25.036568,121.57343,27,1
0151,考試院,34,11,20210224161026,24.987507,121.549827,23,1
0152,百齡國小,40,3,20210224161021,25.08521,121.519175,37,1
0153,蔣渭水紀念公園,36,11,20210224161032,25.059885,121.516299,23,1
0154,中正基河路口,38,27,20210224161040,25.093396,121.519867,11,1
0155,瑞光港墘路口,30,16,20210224161029,25.076193,121.57505,14,1
0156,東湖國小,38,4,20210224161045,25.068530,121.61538,30,1
0157,麗山國小,42,8,20210224161028,25.082703,121.571467,34,1
0158,捷運東湖站,48,25,20210224161034,25.067026,121.61355,22,1
0159,捷運西湖站(1號出口),36,7,20210224161023,25.082866,121.566695,27,1
0161,大豐公園,56,7,20210224161041,25.131143,121.503768,49,1
0162,捷運中山國小站(4號出口),70,3,20210224161041,25.062924,121.52772,67,1
0163,捷運麟光站,72,4,20210224161016,25.018097,121.559279,67,1
0164,捷運奇岩站,40,13,20210224161026,25.126286,121.500801,25,1
0165,捷運唭哩岸站(2號出口),62,28,20210224161037,25.120788,121.505693,33,1
0166,臺北市立景美女中,34,8,20210224161058,24.980602,121.556177,26,1
0167,臺北市立天文館,50,40,20210224161033,25.095714,121.518046,10,1
0168,河堤國小,44,2,20210224161021,25.02288,121.522855,41,1
0169,植物園,44,11,20210224161018,25.030015,121.509813,32,1
0170,新東公園,50,6,20210224161026,25.059245,121.568883,44,1
0171,文山運動中心,38,8,20210224161044,24.996842,121.559651,30,1
0172,捷運南京三民站(1號出口),24,1,20210224161017,25.051562,121.562891 ,23,1
0173,捷運松江南京站(7號出口),56,23,20210224161017,25.052181 ,121.533211 ,33,1
0174,捷運小巨蛋站(5號出口),48,9,20210224161028,25.051702 ,121.553057 ,39,1
0175,捷運南京復興站(5號出口),52,23,20210224161018,25.051618 ,121.544847 ,29,1
0176,興安華城,94,6,20210224161040,25.055997 ,121.542318 ,83,1
0177,葫蘆國小,40,4,20210224161020,25.082538 ,121.507495 ,35,1
0178,延平國宅,32,4,20210224161041,25.078908 ,121.510306 ,28,1
0179,南港公園,52,2,20210224161020,25.041355,121.59073,50,1
0180,福華商場,40,6,20210224161025,25.068770,121.592654,32,1
0181,建國和平路口,52,11,20210224161033,25.025850 ,121.537383 ,41,1
0182,捷運古亭站(2號出口),50,6,20210224161027,25.025300 ,121.523537 ,43,1
0183,圓環站,32,5,20210224160923,25.053790,121.514179,27,1
0184,劍潭社區,42,11,20210224161039,25.084759 ,121.537892 ,31,1
0185,瑠公公園,30,0,20201102145556,25.042342 ,121.546050 ,0,0
0186,臺北市立大學,82,10,20210224161025,25.035414 ,121.514218 ,70,1
0187,仁愛延吉街口,34,3,20210224161027,25.037465 ,121.555769 ,30,1
0188,社子國小,56,11,20210224161024,25.090293 ,121.501890 ,45,1
0189,金瑞公園(金龍路),38,4,20210224161040,25.087987,121.58781,34,1
0190,捷運大直站(3號出口),40,6,20210224161020,25.079278 ,121.546683 ,24,1
0191,捷運大湖公園站(2號出口),58,6,20210224161020,25.083873,121.60206,52,1
0192,捷運葫洲站(1號出口),44,34,20210224161024,25.072485 ,121.607955 ,10,1
0193,舊莊區民活動中心,36,12,20210224161015,25.041277 ,121.619350 ,23,1
0194,市民林森路口,50,17,20210224161039,25.047958 ,121.524388 ,33,1
0195,信義杭州路口(中華電信總公司),50,20,20210224161028,25.035851 ,121.523987 ,29,1
0196,新湖國小,20,5,20210224161015,25.068744 ,121.589233 ,15,1
0197,饒河夜市(八德路側),34,4,20210224161023,25.049845,121.571885,30,1
0201,東陽公園,44,3,20210224161036,25.057164,121.597924,41,1
0202,捷運關渡站,60,12,20210224161034,25.124646,121.467336,47,1
0203,古亭國中,40,11,20210224161044,25.024487,121.510570,28,1
0204,臺北市立大學(天母校區),42,22,20210224161036,25.113625,121.537420,20,1
0205,木柵光輝路口,24,5,20210224161026,24.988241,121.555610,19,1
0206,捷運辛亥站,32,18,20210224161021,25.005386,121.55716,14,1
0207,福安國中,30,9,20210224161023,25.103242,121.487477,21,1
0208,龍山國小,46,6,20210224161030,25.035555,121.495342,40,1
0209,捷運復興崗站,42,25,20210224161035,25.137837,121.486071,17,1
0210,樂群二敬業四路口,60,19,20210224161039,25.079766,121.558135,40,1
0211,星雲金湖街口,40,18,20210224161018,25.080915,121.597339,22,1
0212,北安大直街口,50,10,20210224161039,25.084223,121.549452,39,1
0213,蘭雅國小,30,9,20210224161038,25.107782,121.523107,21,1
0214,基河一期國宅,54,2,20210224161018,25.055935,121.578645,52,1
0215,捷運北門站(3號出口),62,28,20210224161018,25.049930,121.510367,34,1
0216,培英公園,50,31,20210224161038,25.082553,121.544601,18,1
0217,臺北花市,40,14,20210224161024,25.062645,121.574267,26,1
0218,松山高中,42,15,20210224161041,25.043299,121.564108,27,1
0219,大理高中,38,12,20210224161028,25.031147,121.490740,24,1
0220,大稻埕公園,36,11,20210224161021,25.059162,121.510512,25,1
0221,泰和公園,40,3,20210224161041,25.019276,121.57107,37,1
0222,撫順公園,30,9,20210224161037,25.064108,121.522065,21,1
0223,清江國小,40,3,20210224161036,25.127400,121.507267,36,1
0224,社正公園,40,1,20210224161033,25.088243,121.510535,39,1
0225,臥龍樂業街口,40,5,20210224161041,25.018600,121.554839,35,1
0226,向陽南港路口,32,20,20210224161028,25.054365,121.594228,10,1
0227,麗山高中,40,13,20210224161043,25.084244,121.576680,27,1
0228,捷運萬芳社區站,32,13,20210224161045,24.998811,121.56789,17,1
0229,市民太原路口,34,0,20201228090116,25.049394,121.514611,0,0
0230,湖光國宅,36,7,20210224161043,25.075366,121.580811,29,1
0231,內政部營建署,40,13,20210224161040,25.047805,121.545022,26,1
0232,中山天母路口,44,33,20210224160923,25.118843,121.529738,9,1
0233,捷運忠義站,50,18,20210224160942,25.131411,121.474155,32,1
0234,永欣綠地,38,15,20210224161033,25.124162,121.526071,23,1
0235,市民東興路口,30,3,20210224161020,25.048460,121.565928,27,1
0236,關渡自然公園,36,1,20210224161041,25.119292,121.469138,35,1
0237,文山第二行政中心,38,1,20210224161023,25.001149,121.551418,36,1
0238,瑞湖陽光街口,32,8,20210224161029,25.073119,121.575965,24,1
0239,新明路262巷口,18,4,20210224161031,25.056641,121.583403,13,1
0240,南京建國路口,58,0,20201102150153,25.052141,121.536802,0,1
0241,林口公園,38,1,20210224161030,25.038943,121.579146,36,1
0242,關渡宮,40,3,20210224161025,25.117472,121.463161,35,1
0243,社子公園,30,3,20210224161039,25.090202,121.506219,27,1
0244,復興市民路口,46,7,20210224161027,25.045908,121.543736,39,1
0245,捷運中山國中站,44,12,20210224161039,25.060632,121.544028,32,1
0246,國立故宮博物院,40,14,20210224161037,25.098743,121.548086,26,1
0247,木柵公園,34,19,20210224161043,24.987144,121.560627,15,1
0248,喬治工商,32,7,20210224161030,25.027123,121.555566,25,1
0249,中華桂林路口,32,10,20210224161045,25.037706,121.506624,21,1
0250,忠孝東路三段217巷口,38,4,20210224161030,25.041840,121.539873,34,1
0251,華齡公園,36,2,20210224161038,25.083023,121.520692,34,1
0252,大安運動中心,34,12,20210224161027,25.020544,121.545608,22,1
0253,芝山抽水站,34,1,20210224161026,25.101423,121.527990,33,1
0254,立功立德路口,58,34,20210224161039,25.125377,121.471482,24,1
0255,光復南路22巷口,30,10,20210224161017,25.046914,121.557674,20,1
0256,中山中正路口,40,14,20210224161026,25.096507,121.527526,26,1
0257,錦德公園,34,3,20210224161016,25.023316,121.492637,31,1
0258,聯合醫院中興院區,40,20,20210224161051,25.052096,121.507979,20,1
0259,南京遼寧街口,36,5,20210224160936,25.051761,121.542168,31,1
0260,民權瑞光路口,36,18,20210224161044,25.068616,121.583991,16,1
0261,健康新城,44,16,20210224161031,25.054095,121.560928,28,1
0262,永安藝文館-表演36房,28,2,20210224161039,24.984144,121.569064,25,1
0263,至善臨溪路口,38,25,20210224161017,25.097103,121.542153,13,1
0264,秀山區民活動中心,28,10,20210224161040,25.145936,121.493009,18,1
0265,中央北路四段30巷口,30,1,20210224161029,25.135394,121.478000,28,1
0266,洲子一號公園,34,25,20210224161022,25.080258,121.564806,9,1
0267,八德中坡路口,38,3,20210224161016,25.050620,121.580194,34,1
0268,南港高工,30,4,20210224161040,25.056655,121.607055,26,1
0269,三軍總醫院,30,11,20210224161042,25.070723,121.590304,19,1
0270,雨農國小,34,14,20210224161034,25.105429,121.529217,20,1
0271,伊通長安路口,28,14,20210224161016,25.048334,121.534693,14,1
0272,忠順區民活動中心,32,6,20210224161029,24.984707,121.563125,25,1
0273,芝山國小,38,21,20210224161030,25.110437,121.535954,17,1
0274,扶輪親恩公園,34,18,20210224161024,25.066997,121.579833,15,1
0275,西本願寺廣場,58,20,20210224161030,25.040988,121.507688,37,1
0276,三興公園,38,1,20210224161022,25.028679,121.559320,37,1
0277,中山堂,32,27,20210224161038,25.044091,121.510250,5,1
0278,明美公園,32,17,20210224161038,25.062557,121.586065,13,1
0279,南港車站(興華路),48,4,20210224161019,25.053432,121.606331,43,1
0280,士林新天地,28,1,20210224161016,25.089034,121.517320,27,1
0281,松江公園,32,20,20210224161015,25.050245,121.532725,12,1
0282,富台公園,30,3,20210224161037,25.041935,121.571999,27,1
0283,中央北路四段540巷口,32,11,20210224161026,25.127959,121.467700,21,1
0284,華聲公園,44,10,20210224161034,25.096166,121.522096,34,1
0285,螢橋國小,40,3,20210224161022,25.025966,121.513770,37,1
0286,德明財經科技大學,44,5,20210224161042,25.086372,121.565713,29,1
0287,第二果菜批發市場,40,12,20210224161042,25.066424,121.537354,27,1
0288,濟南紹興路口,62,21,20210224161023,25.041928,121.524591,39,1
0289,牯嶺公園,44,0,20210224161027,25.023377,121.518835,44,1
0290,新生公園,26,1,20210224161039,25.068387,121.530188,24,1
0291,捷運松山站(3號出口),50,18,20210224161033,25.049616,121.577459,32,1
0292,合心廣場,40,8,20210224161020,25.046361,121.582848,32,1
0293,自來水園區,40,6,20210224161017,25.013284,121.530037,34,1
0294,朱崙商場,36,18,20210224161036,25.047617,121.540431,18,1
0295,敦親公園,26,8,20210224161030,25.023473,121.541083,18,1
0296,萬和二號公園,32,8,20210224161040,25.001545,121.536446,24,1
0297,長沙公園,26,3,20210224161032,25.041702,121.499922,23,1
0298,太原五原路口,32,4,20210224161031,25.056458,121.516976,28,1
0299,萬華國中,32,18,20210224161019,25.029264,121.499358,14,1
0300,信義基隆路口,28,14,20210224161031,25.033209,121.558731,14,1
0301,林森長春路口,28,7,20210224161036,25.055062,121.525383,21,1
0302,敦北公園,40,12,20210224161015,25.060746,121.550711,27,1
0303,安泰街83巷,34,0,20210224161037,25.076691,121.617085,33,1
0304,金華公園,32,4,20210224161024,25.029902,121.531235,27,1
0305,碧山公園,46,8,20210224161026,25.087413,121.592253,38,1
0306,捷運古亭站(6號出口),44,10,20210224161045,25.027781,121.521980,34,1
0307,仁愛安和路口,30,10,20210224161032,25.037570,121.552076,20,1
0308,西松高中,30,0,20210224161026,25.055672,121.567127,30,1
0309,三軍總醫院(松山分院),38,7,20210224161033,25.054470,121.556098,31,1
0310,國立臺北大學(臺北校區),32,12,20210224161020,25.057923,121.542732,19,1
0311,捷運忠孝新生站(2號出口),30,2,20210224161034,25.042392,121.532229,24,1
0312,捷運信義安和站(1號出口),34,6,20210224161019,25.033323,121.552787,28,1
0313,光華商場,64,0,20210104112936,25.045150,121.532738,0,0
0314,敦化長春路口,34,25,20210224161025,25.053614,121.548720,9,1
0315,捷運萬隆站(1號出口),38,18,20210224161041,25.001447,121.539037,20,1
0316,民有一號公園,34,8,20210224161017,25.060911,121.547630,26,1
0317,雙園國中,30,7,20210224160933,25.026823,121.491675,23,1
0318,成功金龍路口,30,11,20210224161016,25.084135,121.594840,19,1
0319,民族林森路口,38,17,20210224161017,25.068507,121.525322,21,1
0320,捷運南京三民站(3號出口),28,1,20210224161041,25.051287,121.564262,27,1
0321,莒光大埔街口,32,4,20210224161040,25.031334,121.505085,28,1
0322,永盛公園(民生東路一段23巷),30,18,20210224161021,25.058835,121.525040,12,1
0323,新興公園,26,4,20210224161030,25.061568,121.524392,22,1
0324,市立圖書館葫蘆堵分館,24,3,20210224161040,25.082210,121.510800,21,1
0325,南京東路六段368巷,40,9,20210224161032,25.058270,121.587070,27,1
0326,基隆路一段101巷口,30,1,20210224161022,25.045250,121.567090,29,1
0327,重慶南海路口,24,22,20210224161031,25.031580,121.514640,2,1
0328,一江公園,36,21,20210224160933,25.053160,121.531460,15,1
0329,樂群二明水路口,34,29,20210224161032,25.079830,121.552360,4,1
0330,迪化休閒運動公園,28,13,20210224161041,25.074910,121.511500,15,1
0331,民族玉門街口,34,2,20210224161017,25.068590,121.519740,32,1
0332,捷運中山站(2號出口),34,32,20210224161040,25.052250,121.521930,2,1
0333,復盛公園,28,4,20210224161046,25.047428,121.561182,24,1
0334,敦化南路二段103巷口,24,15,20210224161018,25.028973,121.549024,9,1
0335,景文中學,32,17,20210224161028,24.986301,121.567855,15,1
0336,承德路三段8巷口,22,5,20210224161021,25.063820,121.518150,17,1
0337,彩虹橋,30,0,20210224161025,25.053010,121.575920,30,1
0338,成德國中,32,1,20210224161042,25.045730,121.587940,31,1
0339,重慶國中,34,16,20210224161044,25.075810,121.518160,18,1
0340,南京光復路口,22,1,20210224161028,25.051430,121.557160,21,1
0341,捷運芝山站(1號出口),38,6,20210224161025,25.100940,121.522430,32,1
0342,文林建民路口,30,10,20210224161023,25.107790,121.514680,20,1
0343,忠孝東路六段185巷口,30,3,20210224161019,25.049040,121.587550,27,1
0344,捷運忠孝復興站(5號出口),42,0,20210224161037,25.042640,121.544010,42,1
0345,中正運動中心,52,30,20210224161042,25.038060,121.519430,22,1
0346,陽明高中,36,23,20210224161029,25.091570,121.516690,13,1
0347,博愛寶慶路口,26,19,20210224161018,25.041340,121.511350,7,1
0348,民生立體停車場,24,3,20210224161030,25.058522,121.55942,21,1
0349,重慶酒泉街口,28,3,20210224161020,25.071830,121.513640,25,1
0350,復興南路二段128巷口,32,11,20210224161027,25.029040,121.543360,21,1
0351,中山青島路口,38,20,20210224161038,25.044690,121.519540,16,1
0352,民權迪化街口,46,6,20210224161029,25.063180,121.509440,40,1
0353,紀州庵,30,0,20210224161034,25.020880,121.520490,30,1
0354,建國濟南路口,28,19,20210224161032,25.040033,121.538084,9,1
0355,福山公園,34,9,20210224161031,25.044780,121.617590,25,1
0356,臺北市網球中心,32,10,20210224161045,25.067400,121.597490,22,1
0357,松友公園,26,8,20210224161035,25.034230,121.576360,18,1
0358,新明成功路口,30,23,20210224161037,25.060580,121.591100,5,1
0359,健安新城,34,3,20210224161039,25.056010,121.563580,29,1
0360,民權建國路口,44,14,20210224161027,25.062520,121.537540,29,1
0361,振興醫院,32,13,20210224161033,25.117700,121.522200,19,1
0362,和平金山路口,30,5,20210224161020,25.026720,121.525330,25,1
0363,復興南路一段340巷口,32,5,20210224161033,25.036170,121.543500,27,1
0364,嘉興公園,38,9,20210224161042,25.021090,121.552190,29,1
0365,陽明大學,50,7,20210224161015,25.119120,121.512230,43,1
0366,碧湖公園,42,5,20210224161048,25.079880,121.582870,37,1
0367,豐年公園,30,1,20210224161037,25.135970,121.497019,28,1
0368,臺灣戲曲中心,44,15,20210224161024,25.102080,121.519790,29,1
0369,世新大學,34,21,20210224161027,24.988620,121.543610,13,1
0370,新和國小,32,5,20210224161043,25.026560,121.502420,27,1
0371,南門國中,38,25,20210224161029,25.035320,121.508340,13,1
0372,重慶民族路口,26,1,20210224161037,25.068250,121.513590,25,1
0373,中崙福成宮,32,2,20210224161034,25.045250,121.546635,30,1
0374,麗湖國小,34,5,20210224161026,25.073322,121.602225,29,1
0375,銘傳大學,48,36,20210224161035,25.087714,121.526766,12,1
0376,民生建國路口,36,6,20210224161021,25.057778,121.536915,30,1
0377,南港路二段178巷口,30,5,20210224161024,25.053675,121.599693,25,1
0378,陽光街321巷口,42,0,20201221161727,25.073193,121.578691,0,0
0379,春光公園,38,0,20210224161043,25.042619,121.580762,38,1
0380,塔悠疏散門,30,2,20210224161026,25.064713,121.567899,28,1
0381,民權東路六段15巷,30,14,20210224161038,25.068530,121.578125,14,1
0382,聯合醫院和平院區,42,3,20210224161026,25.035160,121.506390,39,1
0383,一壽橋,26,3,20210224160928,24.978480,121.555450,23,1
0384,松基公園,30,18,20210224161038,25.054910,121.544800,12,1
0385,和興路26巷口,40,1,20210224161025,24.985600,121.545310,39,1
0386,錦州吉林路口,30,9,20210224161021,25.060290,121.529810,21,1
0387,吳興街260巷,32,5,20210224161042,25.026100,121.563160,27,1
0388,景華街128巷口,24,1,20210224161033,24.995563,121.547092,21,1
0389,福德國小,30,16,20210224161026,25.038324,121.586245,13,1
0390,稻香重三路口,34,2,20210224161044,25.139937,121.489594,32,1
0391,景仁公園,30,1,20210224161020,24.996600,121.540295,29,1
0392,南京東興路口,30,5,20210224161029,25.051489,121.565347,25,1
0393,內溝溪生態展示館,24,1,20210224161043,25.087217,121.623062,23,1
0394,松德虎林街口,32,3,20210224161038,25.038352,121.576248,29,1
0395,安強公園,28,7,20210224161019,25.036844,121.575413,21,1
0396,新東街51巷口,28,1,20210224161024,25.061501,121.563318,27,1
0397,劍潭海外青年活動中心,36,12,20210224161024,25.079603,121.523700,23,1
0398,聯合醫院陽明院區,30,8,20210224161032,25.104546,121.531949,20,1
0399,和平龍泉街口,34,0,20210224161021,25.026404,121.529460,33,1
0400,和平敦化路口,34,11,20210224161017,25.024440,121.549076,23,1
0401,南京新生路口,34,3,20210224161034,25.051944,121.527661,31,1
0402,下灣公園,28,5,20210224161029,25.065159,121.595611,23,1
0403,捷運內湖站(1號出口),28,13,20210224160940,25.083868,121.593929,14,1
0404,民族延平路口,30,4,20210224161026,25.068653,121.510569,26,1
0405,捷運科技大樓站(台北教育大學),66,11,20210224161030,25.024685,121.544156,52,1
